playerFirstName,playerLastName,playerId,age,seasonId,shoots,playerPositionCode,playerTeamsPlayedFor,gamesPlayed,goals,assists,shots,plusMinus,penaltyMinutes,timeOnIcePerGame,shiftsPerGame,
Derek,Dorsett,8473432,29.4767123288,20142015,R,R,VAN,79,7,18,89,4,175,722.7215,17.4683,
Colton,Orr,8468778,34.2794520548,20142015,R,R,TOR,1,0,0,0,0,0,366.0,10.0,
Tomas,Plekanec,8469521,33.6164383562,20142015,L,C,MTL,82,26,34,248,8,46,1149.3414,26.9756,
Curtis,McKenzie,8475310,25.298630137,20142015,L,L,DAL,36,4,1,41,-8,48,692.0,17.0277,
Andrew,Miller,8477249,27.7287671233,20142015,R,R,EDM,9,1,5,14,-2,0,825.0,18.2222,
Steve,Downie,8471703,29.1917808219,20142015,R,R,PIT,72,14,14,104,2,238,746.0277,17.7222,
Nick,Cousins,8476393,22.8904109589,20142015,L,C,PHI,11,0,0,6,1,2,529.0,12.909,
Bobby,Robins,8472365,34.6547945205,20142015,R,R,BOS,3,0,0,0,0,14,455.0,9.3333,
Daniel,Winnik,8471476,31.2684931507,20142015,L,L,TOR|PIT,79,9,25,97,23,27,998.5063,21.3164,
Zdeno,Chara,8465009,39.2410958904,20142015,L,D,BOS,63,8,12,138,0,42,1400.873,28.746,
Paul,Stastny,8471669,30.4575342466,20142015,L,C,STL,74,16,30,143,5,40,1057.6486,24.3513,
Matt,Fraser,8475671,26.0602739726,20142015,L,R,BOS|EDM,60,8,4,92,-16,17,673.0833,15.2833,
Nick,Shore,8476406,23.704109589,20142015,R,C,LAK,34,1,6,33,0,10,665.2058,14.7941,
Carter,Ashton,8475154,25.1945205479,20142015,L,R,TOR,7,0,0,4,-3,0,373.4285,9.0,
Michael,Raffl,8477290,27.5260273973,20142015,L,L,PHI,67,21,7,134,6,34,851.7462,20.8059,
T.J.,Oshie,8471698,29.4684931507,20142015,R,R,STL,72,19,36,162,17,51,1130.0277,27.2083,
David,Wolf,8477913,26.7369863014,20142015,L,L,CGY,3,0,0,1,0,2,563.0,15.3333,
Luke,Gazdic,8473989,26.8794520548,20142015,L,L,EDM,40,2,1,26,-4,43,443.475,10.675,
Nino,Niederreiter,8475799,23.7534246575,20142015,L,R,MIN,80,24,13,149,2,28,872.7125,19.675,
Kyle,Clifford,8475160,25.4082191781,20142015,L,L,LAK,80,6,9,117,5,87,644.3,14.1625,
Petr,Straka,8475723,23.9863013699,20142015,L,R,PHI,3,0,2,2,1,0,567.3333,13.3333,
Garrett,Wilson,8475253,25.2383561644,20142015,L,L,FLA,2,0,0,5,-2,0,530.5,12.5,
Clarke,MacArthur,8470667,31.1835616438,20142015,L,L,OTT,62,16,20,140,-6,36,1020.2741,22.258,
Claude,Giroux,8473512,28.4136986301,20142015,R,C,PHI,81,25,48,279,-3,36,1233.9012,26.3456,
Iiro,Pakarinen,8476336,24.7945205479,20142015,R,R,EDM,17,1,2,34,-4,2,608.1176,14.8235,
Matt,Donovan,8474659,26.0904109589,20142015,L,D,NYI,12,0,3,12,4,0,1054.4166,20.9166,
Nicklas,Jensen,8476482,23.2630136986,20142015,L,L,VAN,5,0,0,7,-1,0,573.4,13.6,
Keegan,Lowe,8476397,23.2,20142015,L,D,CAR,2,0,0,0,-2,10,830.5,19.5,
Cameron,Schilling,8476799,27.6767123288,20142015,L,D,WSH,4,0,0,2,1,4,682.5,16.25,
Nick,Bjugstad,8475760,23.898630137,20142015,R,C,FLA,72,24,19,207,-7,38,994.9305,20.9444,
Patrick,Marleau,8466139,36.7452054795,20142015,L,L,SJS,82,19,38,233,-17,12,1175.439,25.8536,
Andrej,Meszaros,8471236,30.6630136986,20142015,L,D,BUF,60,7,7,67,-13,36,1074.6,23.8166,
Andy,Greene,8472382,33.6191780822,20142015,L,D,NJD,82,3,19,83,1,20,1412.6463,28.1219,
Johan,Franzen,8471309,36.4739726027,20142015,L,R,DET,33,7,15,74,-12,30,963.6666,22.2727,
Oscar,Klefbom,8476472,22.8904109589,20142015,L,D,EDM,60,2,18,98,-21,4,1319.9333,27.9,
Tomas,Vincour,8475266,25.5589041096,20142015,R,C,COL,7,0,1,2,-1,2,430.4285,11.7142,
Karl,Alzner,8473991,27.7123287671,20142015,L,D,WSH,82,5,16,72,14,20,1165.939,25.6707,
Brian,McGrattan,8467977,34.7780821918,20142015,R,R,CGY,8,0,0,10,-2,4,398.25,10.5,
Alex,Petrovic,8475755,24.2712328767,20142015,R,D,FLA,33,0,3,29,-4,34,975.5757,20.7878,
Eric,Brewer,8466142,37.1589041096,20142015,L,D,TBL|ANA|TOR,44,3,8,33,-5,36,1121.0909,24.2954,
William,Karlsson,8476448,23.4191780822,20142015,L,C,ANA|CBJ,21,3,2,29,3,2,733.9047,16.0952,
Devin,Setoguchi,8471682,29.4438356164,20142015,R,R,CGY,12,0,0,12,-7,4,728.9166,19.3333,
Leo,Komarov,8473463,29.3835616438,20142015,L,C,TOR,62,8,18,84,0,18,881.9838,20.2096,
Mike,Richards,8470617,31.3315068493,20142015,L,C,LAK,53,5,11,63,-10,39,801.9433,18.2264,
Niklas,Hjalmarsson,8471769,29.0164383562,20142015,L,D,CHI,82,3,16,97,25,44,1313.1097,29.5609,
Evgeni,Malkin,8471215,29.8657534247,20142015,L,C,PIT,69,28,42,212,-2,60,1138.4637,22.884,
Andy,Andreoff,8476404,25.0684931507,20142015,L,L,LAK,18,2,1,14,1,18,514.1111,12.2222,
Mark,Fraser,8471748,29.701369863,20142015,L,D,NJD,34,0,4,19,2,55,976.5,20.6764,
Andrew,Shaw,8476381,24.8931506849,20142015,R,R,CHI,79,15,11,146,-8,67,896.8607,18.6329,
Brett,Connolly,8475792,24.1068493151,20142015,R,R,TBL|BOS,55,12,5,83,3,48,729.1818,16.0545,
Patrick,Kane,8474141,27.5589041096,20142015,L,R,CHI,61,27,37,186,10,10,1191.0491,22.918,
Valtteri,Filppula,8470047,32.2301369863,20142015,L,C,TBL,82,12,36,91,-14,24,1141.0,22.6463,
Mike,Blunden,8471663,29.4904109589,20142015,R,R,TBL,2,0,0,0,-1,2,587.0,14.0,
Tyler,Kennedy,8471311,29.9095890411,20142015,R,C,SJS|NYI,38,6,8,79,-2,10,669.9473,16.1578,
Patrice,Bergeron,8470638,30.8849315068,20142015,R,C,BOS,81,23,32,234,2,44,1087.8641,25.716,
Frédéric,St-Denis,8473647,30.3835616438,20142015,L,D,CBJ,4,0,1,2,-1,0,797.75,17.75,
